iter	RMSE
252	0.007536705031
253	0.007517430284
254	0.007500167829
255	0.007484736914
256	0.007468876863
257	0.007450235958
258	0.00743492503
259	0.0073911462
260	0.007371384725
261	0.007345531931
262	0.00730436032
263	0.007276611164
264	0.007237471767
265	0.007222950647
266	0.007207462717
267	0.007183116873
268	0.007164810148
269	0.007144836209
270	0.007132423997
271	0.00711582307
272	0.007084221999
273	0.007036209704
274	0.007018625888
275	0.006998349908
276	0.00697867041
277	0.006966298094
278	0.006953904625
279	0.00694651245
280	0.006934549701
281	0.006920225768
282	0.006887173283
283	0.006876340446
284	0.006862196303
285	0.00684892497
286	0.006833383916
287	0.006802568964
288	0.0067924761
289	0.006785588508
290	0.006771654681
291	0.006765039046
292	0.006748694915
293	0.006732666973
294	0.006726370811
295	0.006712936977
296	0.006706870139
297	0.006693613625
298	0.006682726725
299	0.006637649373
300	0.006622453859
301	0.006608573507
302	0.006599151393
303	0.006565199783
304	0.006545906981
305	0.006531508477
306	0.006522657223
307	0.006513581782
308	0.006503862448
309	0.006493060816
310	0.006476599702
311	0.006457203165
312	0.006435721612
313	0.006421949195
314	0.006404467489
315	0.006368898194
316	0.006357372286
317	0.006338654148
318	0.00632504802
319	0.006316005605
320	0.006298210163
321	0.00627626164
322	0.006252937217
323	0.006241260159
324	0.00622827007
325	0.00621204446
326	0.006204973282
327	0.006195400318
328	0.006184069709
329	0.006177356197
330	0.006165486553
331	0.006156100968
332	0.006114217753
333	0.006083109117
334	0.006071529995
335	0.006032331289
336	0.006019288874
337	0.006007547343
338	0.006000282108
339	0.00598856203
340	0.005974227192
341	0.005965863176
342	0.00595231389
343	0.005946411892
344	0.00594014659
345	0.00592599277
346	0.005900355149
347	0.005890011714
348	0.005874239409
349	0.005861916042
350	0.005848603454
351	0.005843950356
352	0.005827836447
353	0.005803878209
354	0.005793889606
355	0.005784443303
356	0.005769347938
357	0.005750121983
358	0.005749607657
359	0.005744103636
360	0.005743610689
361	0.005723652738
362	0.005711903921
363	0.005687527234
364	0.005687095395
365	0.005678350613
366	0.005664412746
367	0.005649517001
368	0.005640091214
369	0.005606313732
370	0.005603883938
371	0.005594864105
372	0.005581902893
373	0.005570176977
374	0.005562389308
375	0.005540424609
376	0.00554001928
377	0.005512591142
378	0.00550143403
379	0.005501088168
380	0.005477634207
381	0.00547723803
382	0.005465941661
383	0.005448138636
384	0.005425900041
385	0.00542250616
386	0.005411741637
387	0.005405854839
388	0.005401268545
389	0.005393200512
390	0.00539284098
391	0.005392493121
392	0.005378976833
393	0.005361280866
394	0.005348598972
395	0.00533712267
396	0.00530665583
397	0.005296618739
398	0.005282263508
399	0.005280361305
400	0.00527300523
401	0.005265265826
402	0.00526500043
403	0.005258089955
404	0.005244624432
405	0.005230425265
406	0.005219359617
407	0.005203238804
408	0.005197930266
409	0.00518222721
410	0.005163441333
411	0.005143957982
412	0.005120473897
413	0.005103145849
414	0.005086596648
415	0.005086352731
416	0.005077797373
417	0.005077563152
418	0.00507051038
419	0.005063714594
420	0.005063485916
421	0.005055037135
422	0.00504515785
423	0.00504500197
424	0.005041415209
425	0.005036539535
426	0.005026755246
427	0.005019784937
428	0.005015005304
429	0.005005586107
430	0.004987252487
431	0.004972710754
432	0.00496771292
433	0.004967435061
434	0.004967213807
435	0.004958916879
436	0.004939184662
437	0.004921914582
438	0.004914572068
439	0.004910735052
440	0.004902905906
441	0.004902764281
442	0.004902556961
443	0.004886206754
444	0.00487480919
445	0.004874631038
446	0.004867607241
447	0.004849461189
448	0.004841710632
449	0.004835115705
450	0.004826252634
451	0.00482604824
452	0.004812612086
453	0.004798137408
454	0.004797938059
455	0.00479450512
456	0.004791082152
457	0.004774566528
458	0.004764518771
459	0.004757063483
460	0.004741105969
461	0.004734106729
462	0.004721221183
463	0.00472103189
464	0.004719575892
465	0.004705893604
466	0.004705714011
467	0.004691554487
468	0.004684448832
469	0.004684236611
470	0.004672933728
471	0.004665821153
472	0.004653966701
473	0.004643371968
474	0.00463929035
475	0.004628481601
476	0.004624361216
477	0.004614038696
478	0.004609899186
479	0.004609728691
480	0.004609590459
481	0.004599604954
482	0.004593380294
483	0.004580359632
484	0.004570976274
485	0.004559348754
486	0.004555600016
487	0.004548095747
488	0.004545238151
489	0.004539021876
490	0.004530206564
491	0.004530105441
492	0.004524938245
493	0.004524744759
494	0.004518072621
495	0.004510702789
496	0.004505224882
497	0.004500557766
498	0.004494010005
499	0.004486408339
500	0.00448017533
501	0.00447415645
502	0.004467018158
503	0.004459403601
504	0.004450320899
505	0.004434707024
506	0.004428675448
507	0.004413721687
508	0.004407800444
509	0.004402451693
510	0.004402257411
511	0.004402065869
512	0.004396345124
513	0.004390820408
514	0.004384358578
515	0.004384131323
516	0.004372938613
517	0.004372757656
518	0.004367596708
519	0.00436250349
520	0.004348551302
521	0.004343280005
522	0.004329781052
523	0.00432403525
524	0.004320527947
525	0.004306611948
526	0.004304377426
527	0.00429958826
528	0.004289624397
529	0.004283103959
530	0.004278467743
531	0.004278284489
532	0.004278110403
533	0.004269228108
534	0.004269088694
535	0.004264023027
536	0.004258998987
537	0.004256523502
538	0.00424847159
539	0.004242906221
540	0.00423764118
541	0.004229090263
542	0.004224287575
543	0.004219116042
544	0.004213807043
545	0.004201952528
546	0.004194466003
547	0.004192880753
548	0.004183431137
549	0.004179097473
550	0.004170990625
551	0.004162717061
552	0.004157852814
553	0.004153282091
554	0.004150346129
555	0.004144185558
556	0.004139969883
557	0.004134796534
558	0.004130781679
559	0.004126324439
560	0.004124947567
561	0.004123202493
562	0.004115530044
563	0.004104235136
564	0.004099646802
565	0.004097734106
566	0.004090999815
567	0.00408627698
568	0.004086149778
569	0.004081913238
570	0.004076643307
571	0.004072093555
572	0.004060601797
573	0.004053045957
574	0.004043485615
575	0.004038761722
576	0.004034743636
577	0.004027863468
578	0.004017680674
579	0.004008945787
580	0.00400495336
581	0.003994549133
582	0.003990442934
583	0.003987805771
584	0.003983835209
585	0.003980920347
586	0.003969784764
587	0.003959809648
588	0.003953367376
589	0.003949309231
590	0.003941141592
591	0.003941008917
592	0.003937223956
593	0.003934447683
594	0.003934374552
595	0.003934286924
596	0.003930765645
597	0.003926465101
598	0.003922562049
599	0.003919138828
600	0.003916526079
601	0.00391352188
602	0.003910150167
603	0.003906897993
604	0.003904309756
605	0.003901173057
606	0.003894450184
607	0.0038943743
608	0.00387907826
609	0.00387556977
610	0.003869910429
611	0.003866801459
612	0.003864044079
613	0.003860390508
614	0.003859561123
615	0.003857062765
616	0.003848075329
617	0.00384801166
618	0.003844470513
619	0.003840916003
620	0.003837746836
621	0.003833660825
622	0.003826164985
623	0.003821120078
624	0.003821038353
625	0.003818017715
626	0.003813690877
627	0.003810757027
628	0.003808783906
629	0.003799867018
630	0.003795747245
631	0.003793129119
632	0.003782348371
633	0.003776283802
634	0.003773760764
635	0.0037709404
636	0.003766455053
637	0.003763345582
638	0.00375666387
639	0.003754185417
640	0.003745413117
641	0.003738311407
642	0.00373425105
643	0.003729180828
644	0.003729075585
645	0.003727145618
646	0.003723445409
647	0.003719092394
648	0.003716866588
649	0.003712753266
650	0.003708869409
651	0.00370347459
652	0.003697816676
653	0.003687679008
654	0.003687580428
655	0.003684027001
656	0.00367819804
657	0.003678032011
658	0.003674944727
659	0.003669586514
660	0.003665214413
661	0.003662269359
662	0.003658214904
663	0.003656552688
664	0.003655010945
665	0.003644670938
666	0.003640071022
667	0.003629516677
668	0.003627208154
669	0.003620697039
670	0.003618276842
671	0.003613983556
672	0.003611284993
673	0.003607354268
674	0.003604546886
675	0.0035935566
676	0.003589024188
677	0.003587183234
678	0.00358708987
679	0.003583339276
680	0.003579892125
681	0.003573337262
682	0.003571656265
683	0.003567413293
684	0.003563935283
685	0.003563826733
686	0.003561390652
687	0.003557876903
688	0.003555349843
689	0.003551985284
690	0.003539847553
691	0.003536361946
692	0.003534578071
693	0.003527304091
694	0.003523114231
695	0.003519048078
696	0.003514987821
697	0.003514850241
698	0.003510836483
699	0.00351074306
700	0.003506976703
701	0.00350382224
702	0.003501477762
703	0.003499485695
704	0.003493582663
705	0.00349111037
706	0.003484550438
707	0.003484446411
708	0.003481780857
709	0.003480335429
710	0.003477605133
711	0.003471648141
712	0.003470415932
713	0.003468912221
714	0.003465973958
715	0.003463036139
716	0.003462940316
717	0.003458793306
718	0.003447317917
719	0.003447006038
720	0.003443311813
721	0.003440856726
722	0.003433167542
723	0.003431190593
724	0.003427481379
725	0.003426134309
726	0.003420629738
727	0.003418525123
728	0.003418368734
729	0.003414057927
730	0.003406008867
731	0.003395965143
732	0.003393684312
733	0.003388757669
734	0.003388679787
735	0.003385428592
736	0.003385358245
737	0.003382955538
738	0.00338272492
739	0.003375227415
740	0.003370719724
741	0.003366584735
742	0.003362640853
743	0.003356552037
744	0.003356444354
745	0.003354112004
746	0.003351082873
747	0.003340807289
748	0.003340692631
749	0.003338535245
750	0.003336709344
751	0.00333338525
752	0.003332631593
753	0.003329474263
754	0.003328082557
755	0.00332355218
756	0.003318676905
757	0.003315724964
758	0.003313676733
759	0.003309648813
760	0.003307666683
761	0.003303158568
762	0.003299484936
763	0.003291172371
764	0.00328358148
765	0.00327508046
766	0.003264523699
767	0.003264405225
768	0.003261000411
769	0.003260870804
770	0.003255985766
771	0.003255865736
772	0.003253971388
773	0.003252193274
774	0.003248279913
775	0.003245387738
776	0.003242226959
777	0.00324045335
778	0.003237439444
779	0.003234233551
780	0.003232763156
781	0.003229187122
782	0.003229143441
783	0.003225209653
784	0.00322143938
785	0.00321965514
786	0.003216047046
787	0.003213908621
788	0.003210890328
789	0.003208437349
790	0.003206402014
791	0.003203812102
792	0.003201577043
793	0.003193302396
794	0.003184780767
795	0.003177727517
796	0.003175124674
797	0.003166818657
798	0.003162610236
799	0.003160017532
800	0.003152098445
801	0.003152035328
802	0.003149247607
803	0.003149180137
804	0.003145892033
805	0.00314128506
806	0.003139537329
807	0.003137943691
808	0.003137408451
809	0.003135496592
810	0.003133701465
811	0.003131091205
812	0.003129070553
813	0.003126602947
814	0.003119215472
815	0.003116924237
816	0.003115148506
817	0.003113369969
818	0.003111672693
819	0.003107617695
820	0.00310108846
821	0.0030951069
822	0.003093435382
823	0.003092227988
824	0.003090691198
825	0.003084444723
826	0.003081136159
827	0.003077249251
828	0.003076805937
829	0.003072408006
830	0.003072359146
831	0.00307068737
832	0.003068879675
833	0.003067996406
834	0.003066318235
835	0.003064686907
836	0.003061342626
837	0.003061143337
838	0.003058299754
839	0.003054434477
840	0.00304943097
841	0.003049380503
842	0.003048799035
843	0.003041250739
844	0.003037125071
845	0.003034016286
846	0.003026189212
847	0.00302124618
848	0.003018026618
849	0.003016008112
850	0.003011441789
851	0.003007077399
852	0.003003971714
853	0.003002683084
854	0.002999640369
855	0.002996070194
856	0.002995580005
857	0.002988060495
858	0.002986366352
859	0.002984030318
860	0.002981638866
861	0.002981075495
862	0.002979007066
863	0.002975073524
864	0.002973444445
865	0.002971852643
866	0.002968918829
867	0.002968880534
868	0.002961997742
869	0.002961957477
870	0.002960342985
871	0.002957609349
872	0.002954790196
873	0.002953711173
874	0.00295159334
875	0.002949109156
876	0.002947827955
877	0.002946678884
878	0.002940526803
879	0.002939014247
880	0.002937932161
881	0.002937877012
882	0.002937816122
883	0.00293368994
884	0.002933648147
885	0.002930176859
886	0.002929275174
887	0.002925544563
888	0.002923529296
889	0.002916930316
890	0.002914601045
891	0.002912939451
892	0.002911296199
893	0.002909916632
894	0.002907805744
895	0.002907724
896	0.002906259985
897	0.002904897834
898	0.002902942414
899	0.002902762714
900	0.002896455234
901	0.002891422548
902	0.002889811446
903	0.002887058143
904	0.002886229344
905	0.002884171443
906	0.002882508133
907	0.002882438608
908	0.002882396454
909	0.002877043785
910	0.002875003171
911	0.002872207751
912	0.002869592269
913	0.002867863574
914	0.002866536089
915	0.002864588644
916	0.002857684142
917	0.002852802836
918	0.002852732733
919	0.002850746016
920	0.002850573795
921	0.002850187266
922	0.002850095282
923	0.002845862784
924	0.002842283998
925	0.002840000313
926	0.00283461484
927	0.002827506713
928	0.002823029005
929	0.002821543809
930	0.00281927234
931	0.002816480603
932	0.002815907931
933	0.002815847073
934	0.002812861958
935	0.002809669534
936	0.002806936287
937	0.002804707917
938	0.002803262529
939	0.002803244904
940	0.00280027726
941	0.002793109034
942	0.0027897733
943	0.002789111458
944	0.00278818911
945	0.002786230531
946	0.002786191476
947	0.002781783666
948	0.002777174575
949	0.00277577077
950	0.002769880541
951	0.002769712171
952	0.002769670089
953	0.002767795247
954	0.002764498522
955	0.00276346857
956	0.002760481341
957	0.002759970555
958	0.002752819567
959	0.002752795073
960	0.002747138575
961	0.002747083884
962	0.002745715098
963	0.002743077144
964	0.00274130202
965	0.002738600627
966	0.002737401561
967	0.002733792091
968	0.002730944344
969	0.002729880848
970	0.002728065384
971	0.002723608181
972	0.002722273254
973	0.002717833933
974	0.002717070432
975	0.002716440794
976	0.002716402978
977	0.002711070725
978	0.002709014805
979	0.002705830332
980	0.00270370053
981	0.002702724877
982	0.002700134358
983	0.002696112737
984	0.002692111974
985	0.002690006569
986	0.002687628249
987	0.002686164371
988	0.002683722869
989	0.002682265328
990	0.002677498282
991	0.002674669789
992	0.002671451032
993	0.00266830423
994	0.002667157145
995	0.00266549846
996	0.002663023144
997	0.002659160091
998	0.002655772025
999	0.00265267499
